Review,Sentiment
"I've just spent an hour screwing around with these. THERE ARE NO INSTRUCTIONS, I couldn't find any on the internet. The pins and sockets have a specific orientation, there's no way to figure out what that is. There are 9 and 8 parts-total 17 pieces for each male-female connection set.<br />I wasn't able to make a workable connection.<br />The plug is extremely tight, so this isn't the plug in plug out set up I was looking for. It's more semi-permanent.<br />I would suggest that if you aren't already familiar with these plugs--look for something else.",2
"Got the product in timely manner but sound quality was horrible, no matter what station I was on there was always background noise. And the USB charging port wasn't strong enough to charge my phone. It would say it was charging but continued to lose power.",2
This speaker did. It amplify the sound any higher than the speaker on the IPhone. The sound quality was also below expectation.,2
I bought one last May 2013 to replace the one i purchased a year before that<br />malfunctioned. I bought this one to replace the one i purchased in May 2013 that malfunctioned. I have had no luck trying to contact the manufacturer to have the instruments repaired under warrenty. The sound in the last one i purchased in Dec. 2013 does not work properly either. I like the gps as it is easy to use when it works right. If i could get hold of the TrakteQ GPS repair station i would be happy.,2
Computer would not recognize the device.,2
"Usable, BUT has a lot of noise and low audio so you have to turn up the volume up to get reasonable audio.  Tried it in two different vehicles, and ran into the same issue with both.",2
"I bought this item yesterday and tried it on the carpet in my van and after 45 minutes, it looks the same.  There just is not enough power.  I came in the house and tried it on some dirty paw spots on my oatmeal colored carpet and I can still see them.  Now, they are just wet paw spots.  Bypass this item.",2
"Worked great for about a month, then stopped working.  Not very durable.  You get what you pay for in this case.",2
it worked nicely as long as it worked and was not broken. it is a bit flimsy  in its construction so after a few weeks it fell apart..,2
"I bought this set mostly for the light and I am very disappointed in the light.  It is too big and heavy for the Nook, so it does not stay on easily, rather it tends to keep falling off.  The light is also too bright.  I like the sleeve in the set a lot.  The stylus is useless since the Nook is a touch screen.  And I have no idea what the green band is for.  So I recommend buying the sleeve and forget the set.",2
This is a pretty ordinary product. I got one with my new RV. The DVD plyer is actually ok. The Cd player sounds bad. The sound is dead and lacks realism and frankly I am at a loss as to how Jensen pulled this off. After all this is an old technology. The radio lacks am sensitivity but Fm is ok.Believe it or not..it lacks a scanning feature. You skim through the dial one agonizing frequency at a time. I note that other manufacturers make similar products though as far as I can tell you will not find them on Amazon at least for the moment. Overall I think you can do a lot better.,2
"The 3m iSmooth lightning to USB cable is thinner and stiffer than the other cables I have. I had to jam the lightning end into my iPhone 5, as it does not fit well. I plugged the USB end into my charger, and...NOTHING. I wiggled the USB end in my charger a bit until my device began to charge. It beeped three times (charging, not charging, charging).<br /><br />I use my iPhone as an alarm clock, and I HAVE to have a full charge in the morning, so I decided to give this cable away, and buy a more expensive product that I know will work. I bought an RND Apple Certified Lightning to USB cable on Amazon months ago for my other bedroom, and it fits perfectly and works reliably. [[ASIN:B00BN20AS6 RND Apple Certified Lightning to USB cable (10 feet/white) made for iPhone iPad iPod]]<br /><br />I suspect the favorable reviews on Amazon are due to the manufacturer's offer (included with the cable) of a free cable for iSmooth product reviews on Amazon. The manufacturer specifies that ANY review earns a cable, so I'm not suggesting that the company is buying favorable reviews. I think consumers may be kindly disposed toward the company when receiving two cables for the price of one.<br /><br />***UPDATE: The person to whom I gave this cable told me that it broke within 10 uses.",2
"I bought this case because it was one of the first ones to be available on Amazon for the fourth generation iPod Touch. It doesn't really fit well at all, You can't put it in your pocket and expect it to stay in the case. The screen protector is good, and I'm using it although it wasn't easy to put it on (so two stars instead of one for the overall package). I ended up buying a Griffin case from Best Buy which is much better.",2
"Had high hopes for my 4-head Sony, but the cleaner may have actually worsened the display.  Maybe old VHS players are simply too far beyond restoration.",2
One of the 4 receivers supplied with transmitter was dead on arrival----totally non-functioning,2
"It came in a box that had been already used. Really low quality item, i havent seen the LCD screen turn on so i might have a deffective one. The adapter would be on the way of my stick shift. I had to remove the cushion/padded foam  so that i could have space to put my iphone with its case in it. I dont use the FM transmitter, i purchased this item to use the aux on my car, have a way to charge it and a holder all in one. It does its job. BUT it comes with a really cheap cable that didnt work, im glad i had one with me. It gives out a nice sound and it charges it. Its not so stable so i gotta maneuver around to make it work.    Overall  if your needing a charger and a holder with the aux output buy it   its cheap dont except something good",2
I got a dud..the speaker phone is not working.,2
"Purchased this item as an upgrade for the Type S already installed. Unfortunately due to design changes these speakers didn't work for me. Beware the casing is plastic or as the Tech Support guy says composite (No Steel Basket)! :-) So it will not tolerate overtightening as I did and unfortunately cracked the housing! I would also be concerned with the durability of the product due to it's revised construction. Overall the one speaker remaining sounds good and seems to take my 70 watts with ease. Little disappointed that cracking the speaker during installation voids the warranty. They should have something within the instructions stating \\""Beware Plastic Speaker\\"" to bring attention to additional care required during installation of this product.",2
"I like this item so much I have it in several colors.  Now I can make my iPod match my wardrobe no matter what color I wear.  Update:  This cover has not worn very well.  I have a few other covers of this brand and they have stood up to all kinds of use.  This one, however, started getting scratches and smudges about a week after I started using it even though most of the time it was kept in its case.  I'm disappointed because the others have been very durable - just not the pink one so I'm removing several stars.  2nd update:  In addition to scratching easily, the finish on this rubs off easily.  I have a carry case with a cream colored lining which now has pink all over it from the finish on this.  The other 2 iPod covers I have that are the same brand are fine.  I'm not sure what happened with this one.",2
I charged it overnight twice and got only a few minutes of playing time after each charge.  Difficult to navigate with the limited instructions provided.,2
I have had this armband approximately 3 weeks and it already is begining to  split at the seams where the IPOD is secured.  The only good thing that I like is the earphone cord holder.  Other than that I just do not think that the adhesive used in this product can withstand the exercises and heat.,2
"Didn't fit the Hyundai Elantra camera hole, had to modify it and it took me 3 more hours.  Connection was easy, it's just that it's not REALLY made for a Hyundai Elantra",2
Be careful buying this dock.  Apple's inserts for ipods of different sizes don't fit this dock.,2
"I have to say that I'm torn about this product.  I like how the case is because  it's compact, lightweight and easy to carry around.  The magnetic closure on top could be stronger, but it's held my Nook well and it hasn't fallen out.  The main problem is that, since the inside is black, it has rubbed on the gray outer edge of the nook and has put some black marks on it.  I have seriously tried everything I can  think of to get the black stains off, but they are pretty much permanent and have basically ruined the look  of my brand new nook.  I didn't expect something like this to happen, and I'm really disappointed.  I hate the way it looks even though it's brand new. I've only had the case for about two weeks and it's already done this.  Looks like I'm going to have to find a new case that will be better.",2
"we got this tv for the car before he took a family vacation... we were already spending a ton on vacation so i figured i should find a tv that was less expensive since i would also have to spend 200 on instulation. it works good once i figured how to use it.. i caution anyone buying this system should have alot of patients.  i should have gotten the gray one bc the tan that i ordered is more of a dark dejon mustard color.. the picture is clear, the dome lights are bright, the screen swivels just fine. what i didnt like about this unit are the buttons on the front on the tv are hard to push!! the buttons are small and flat and its like it wouldnt register that we were touching them damn near have to use both hands and alot of force to get um to work.. and the werst part is there is no menu or eject button on the remote everytime i pushed the menu button the menu screen pops up for a second then turns off. i figured if i had the remote ready pointed at the tv while pushed menu.. and start scrolling as soon as it pops up on the screen your good to go. the eject and the light button are one in the same.. in order to eject the cd we had to push over and over again light coming on and off on and off finally after bout an hour it finally spit the cd out.. talk about frustration!!! i didnt relize the screen would be so big dont expect to use your rear view mirror!  and the system itself is big so the best buy guy had to mount it closer to the front than we expected just because the way the mounting bracket is and where the beams on the suv were.. so while the kids watch tv the screen sits between the driver and passengers head.. instillation went fine.. there were no problems.. if i could do it over i would have baught a system that is user friendly, smaller and gray. if you spend a couple of hours programming everything your good to go.. i wouldnt buy this system again but since its already in there we will deal..",2
"I wanted this product to play my IPOD from a stereo receiver and specifically wanted this one because of the remote ( I already had one with no remote).   It is a nice looking product but when I hooked it up it would not play.  I called Griffin and found out that they had not produced this product for several years, and while they were very pleasant, they could not help resolve my issue.  I returned the product to Amazon and they very promptly processed a refund.",2
"Eh, not impressed. Like most screen protector packs that contain multiple screens, the implication is that you will go through the extras before you figure out how to get the darn thing on properly. And that's fine, because they usually last awhile.    But not in this case. Yeah, it took me all the way to third one and I had to leave it because it was the last one. My problem with every single one of them seemed to be getting the corners to stay down. I've always managed to do so with other similar products until now.    I'm not ruling out that it could be user error. Maybe if they had offered 4 protectors I could have made it happen. Given the price, i may try them again if this one comes off...",2
Its a good sub if ya don't like to play your music loud-after about 3 mins of abuse the other night it started stinkin had to turn it down-bummer-I have it paired with the m110 less than halfway on the gain I wouldn recommend this sub its no fun-pretty sure ill get fed up with it an let it burn,2
Unit is great! Remotes are really cheaply made and fail very fast. Less than a year old and both remotes had to be replaced!<br />Not worth purchasing!,2
"This was one of four that I ordered. It's a flexible smoke colored plastic. It did not cover as well as the others. Getting the cover, stylus and the protectors was a good value for the money. This cover found it's way to the draw. Otherwise it arrived promptly and in the condition stated.",2
"I ordered this thinking that it was an ipod nano. goodness, the picture does look like a nano though. BUT!!! it is not an ipod nano, there ARE 1 GB ipod nanos, but i guess i didn't read throughly. umm...i got this for less than half the price( about 30 dollars) and it was worth that price. NOt close to one hundred dollars. ANYWAY!! the playing sound is good, the screen is a little weird and confusing but i got it. OTHER than that this wasn't really what i expected, and whenever the batteries run out, Im going to buy the actual Apple brand 1 GB nano. HOpe this helps.",2
Sound is good but the phones are not well made. The connecting seal on the inside of the (left) ear cushion pulls away and your left super glueing in back together.,2
"I would consider this a good charger for occasional use but I'm a little afraid to use it much with my 3GS.  When I have it plugged in and charging the phone, it makes a strange, high pitch whining sound through the iphone's speaker/headphone jack. I think I'll be getting a higher quality charger for when I want to leave the phone plugged in for extended periods of time. Also, the plastic plug is slightly wider than the apple chargers so if you have a case on your phone, it might be a tight fit. I have an iSkin Revo case and the rubber actually has to stretch a little to accommodate the plug.",2
"I bought the Wall AC Charger USB Sync Data Cable for iPhone 4, 3GS, and iPod a month back and my order did arrived on time. The USB Sync is still in good condition I can connect my iphone to my pc however the Wall AC charger stop working; quoted \\""Charger is not supported with this accessory\\"". should I return the order or can you replace my order please let me know.",2
"This case looked and felt good for the first few weeks, but after it was left in the car for an afternoon, the film de-laminated from the exterior and flaked off.  After growing accustomed to no longer having a sharp-looking blue exterior, the case got a crack on the side, which widened until it's basically unusable.  It lasted a total of 6 months.  I guess that's enough for 2 stars, but my wife's had her Speck phone case just as long and it looks the same as the day she got it.  I just bought one of those.",2
"There were no glue strips for down the side and I had to Super Glue it to get it to stay shut. The cable to plug in the brain was very stiff and the part that plugged in kept pulling out. I believe with a better quality part the repair job would have been much more successful and less stressful. If I ever tackle this job again I will try a different company.<br /><br />The blue does look nice, though. :-)<br /><br />EDIT: After working for a week all we get now is a blank white screen. We suspect the connection to the brain pulled itself out. Need to find a company that sells a good quality product, this is JUNK.",2
In the manual it states that the usb module will allow you to play popular video file formats like avi and mp4. When I load up my flash drive im getting a message that the file format is not supported with the mp4s. The avi files are playing the video but it says the audio is unsupported. My DVDs work fine but why should I have to burn a dvd everytime I want to watch my favorite music video?,2
"Would not recommend this product.  The directions were hard to follow and I found the sheets hard to apply.  Once applied the,fingerprints/smudges were hard to remove.  Became more of a smear.",2
"very cute case, but if you need something durable then you need to look into something else. you can tell it is very cheap. you get what you pay for.",2
"The quality is poor and the objects are packaged individually with no identification. One of the covers was torn and unusable, and the screen savers were useless. Don't buy.",2
I bought this for my 7 year old.  The corner cracked on it within the first week and cut open a finger.  It also is not easy to charge it with the case on.,2
None of the 2 remote control work... they are shown on the pic just to catch your eyes...<br />The Mp3 player is just ok..  there is no control to change songs between folders.. only skip backward or fast forward<br />the Fm transmitter is decent... can play music with the little cable without interference...<br />Does not play music through Bluetooth...  I asked specifically that  and they say it will work.....  quality for phone calls is ok<br />.As I said... there is a reason for being so cheap....,2
Player stopped working after a couple of weeks.  Very poor quality of sound and skipped when playing cds.  Very disappointed in this purchase.,2
Sound quality is okay.  Makes annoying noise when turned on and paired which apparently can't be disabled.  On/off switch is low quality and broke after about a week of use (about to return this).,2
"It is huge!<br />Big and bulky on the dash...certainly not low profile.  It sits there screaming LOOK AT ME...<br />Also doesn't have any &#34;quick release&#34; feature so hard to remove to keep safe.<br /><br />I'll use it till the adhesive fails to hold it in place, then find something else.",2
Bought this to plug into my phone and listen to music..sound was distorted. Also the two pieces came apart the first day I used it. Ended up sending it back for a refund.,2
"It does work as a phone, battery life is wow, excellent,  but using carrier's internet while on the go was extremely slow. I could make and receive calls without any problem, well, there where several times when receiving calls the name was not displayed but that's software problem, and yes it was stored in my contact list. I bought it through Micasa Trading Limited, a amazon seller i got awful service, by first, the seller was from Hong Kong, didn't know that since it didn't say from where it was,  so it took almos a month to receive the product, second problem: it said in the details that the color was gray with black and ended receiving a red with black. Third problem: the peel looked as if it was used, and it was listed as new, and it didn't work, it was damaged, the buttons where all lose. I replied the seller with a message, he took a week to respond back so i filed a complaint with amazon, after i got a replied, i got the refund, not including shipping and i had to paid the return shipping, so i got one from ebay but after 2 weeks i ended buying an iphone 4s",2
Being new to ipods I thought the 4th generation was the 4GB device.  So mine does not fit correctly.  The velcro tab will not close because the 4th generation ones are longer.  So I can't use the armband anyway.  The other thing is that this is a very small band.  I do have large arms for a woman and it barely fits me.  A man with any kind of biceps would not be able to use this armband.  People with very slim upper arms won't have a problem and moderate arms will still be able to secure it properly.  Not bad for the price but be sure you know what you need.,2
Boss Audio is poor quality equipment. The old truth of &#34;you get what you pay for&#34; is Boss Audio in a nutshell.,2
it worked for a week and now there is moisture in the unit and you can not tell if it is off or on--I am returning it.  Other than that it worked fine,2
"When I would turn it off, it would turn back on and run until the battery died, other than that it was okay but they gave my money back right away.. I just need to find a better one now",2
"This radio has some good potential, but under the current firmware level it is barely usable.<br />Manual programming is similar to the Baofengs where the offset is ignored and one has to store the TX and the RX frequencies on the same channel. In the end, it can be done, even assigning channel names manually, but it is cumbersome.<br />Computer programming can be done using ANY Serial (or USB serial emulation) to 3.5mm stereo pin cable. The programming SW does not accept copy and paste, and the radio is not CHIRP compatible, as of the date of my review. If you run Windows XP, you need to worry only with the normal Prolific driver limitations. If you run WIN 7, you will need to fix the MSCOMCTL.OCX driver. After that, the SW will work on Windows 7.<br />The main issues I have with the radio are listed below:<br /><br />1) Humming noise when volume is all the way down, even when using a signal clean battery as power source,<br />2) Loss of audio when the encoder is used to switch from/to an active channel<br />3) The loud beep sounds when the scan function finds an active channel (instead of playing the audio),<br />4) The RX interference it suffers when the vehicle is in motion and the radio is fed from the cigarette lighter cord that came with it.<br />5) The high cost to return it to China (around US$50), even if the unit is defective. Not Amazon nor the dealer seem to be willing to pick up the tab.<br /><br />Therefore, in a $99 radio I would need to spend about 50% of its value to return it. This situation basically forces me to keep the radio and use it with all limitations described, or as paper weight.<br /><br />I have seem other owners stating they do not hear the humming noise I described, and that is part of the &#34;hit or miss&#34; quality of my unit, but the main issues are firmware dependent. In a radio that has no capability to have its firmware upgraded, the only way to see a fix is to wait for 2 or 3 new firmware cycles and then purchase it at thattime. Your mileage may vary, but I am disappointed.",2
Did not perform at our location; fewer channels with this device installed and those channels that did come in were at a lower signal strength.,2
"I purchased this at a local Best Buy, not looking for anything fancy.  I plugged it in to my truck one time and it has stayed that way ever since.  After a couple of weeks the handy-dandy, light-changing, eye-candy function had completely stopped working, but still charged my 3G S just fine; for 4 more weeks, that is.  It started slowly sometimes it would work sometimes it wouldn't and then kaput... Belly-up like your grade-school goldfish.  It is entirely plausible that I paid my debt to society and purchased the only defunct DLO car charger ever made, but I doubt it.  Hope this was helpful.  On an up beat, it was a delight while it worked.",2
"The main problem was an exposed rivet inside the case that will scratch the GPS device.  Turns out the vendor (Minisuite) was unreachable either by phone or email about this issue.  Found a little piece of velour that was floating around in the case so I guess that was supposed to cover the rivet but had become unglued.  Cleaned off the glue and re-glued it and seems OK now, but not really something I should have to do.",2
it sounds like crap. it has the sound of a cheap speaker in a paper sack..<br />the only reason I give it 2 stars is that it has a built in battery and it does have good volume output.<br /><br />There are better bluetooth speakers at this price.,2
stop working after a month,2
It falls over too easily and is basically useless for anything but watching videos on a hard flat surface. Even the slightest bump makes it topple over. If you have a case on the tablet it's even worse.,2
Do not buy this product if the person you are going to give it to drives a car... It squeals even at the lowest setting!,2
The USB cable only works sometimes on a Nook Color. I tried wiggling it and everything else I could try. It shows it's charging. I go to use the Nook and the battery is always close to being dead. And it has no glow light as indicated.,2
"I am on the go 24/7 which is why this EC Tech charger seemed like a great idea. Contrary to some other reviews on here, I have a Samsung Android phone, the EC was able to charge my phone completely as long as the EC was fully charged itself. Very useful, although I never found myself in need of the flashlight. But, the flashlight does work as a good indicator of whether the unit itself is charged or not. My only complaint... IT BROKE. It was careful to keep it in the bag it came in and 90% of the time it was in my laptop case. However, the female receiver for the phone cord just FELL OUT! It was particularly bad timing, making the experience that much worse, but I only bought the EC Tech two weeks prior!!!<br />Bottom line, you get what you pay for.<br />Useful item, but this time around I will search for a more durable brand of this type of product.",2
Had to cut a much bigger hole..,2
I was sent Rockford Fosgate  speakers instead. Which are far insuperior to the<br />Cerwin Vega speakers. They were supposed to be like speakers. But they are not.,2
The case is great and does what it needs to and it also comes with a little divider so you can even put your notes or what have you. The only compliant I have about this is the the plastic slides at the top. The right on it over the Volume button which always seem to push the volume up or down causing the pop up screen to never go away. It can be frustrating and cause me to the take the whole case off.,2
"I bought this camera in Feb 2011.. it worked well the first couple of months. But then it started creating corrputed video files that can't be played. Now most of the files are corrupted and useless. This is specially true for the last recording when I stop my car. I am planning to but another dash cam (not DOD this time).<br /><br />Plus, the controls are super confusing. I am a tech savvy guy and it was still a pain in the rear.<br /><br />And oh by the way, the software it came with-- is useless.. It never played the video files. I had to use Windows Media Player. And hence, the GPS function with google mas was useless.<br /><br />The video quality is decent though (on files that actually work).",2
A little heavy..,2
"Hard sided, yes. Compatible with the 260w, no. This carrying case is way to big for the Garmin I have and I will be returning it.",2
"Could not get this item to work... at all.<br />It would not load or play songs.  Displays unhelpful messages on screen.<br />I have used several other mp3 players w/ no problems, this one did not work for me.",2
This arrived promptly but does not fit my dell laptop. I tried to return it but bot nowhere. Learned a lesson and I'll eat the cost. It will make a great bookmark,2
"When I installed the skin, a couple of problems arose.  First of all, you cannot see the page advance buttons any longer.  Secondly, the pressure of the skin engaged the buttons to some degree causing the Nook to not function properly.<br /><br />Finally, I could not put the nook in the case with the skin installed.  The skin did not allow the nook to fit in its case.  Not as much of a concern here, but an observation.",2
This was not what I was looking for. I run about 4-5 miles 4x weekly and this ipod has pooped out on me several times due to sweat. I wanted something for coverage so that sweat wouldn't leak in. This barely covers the corners...may help with scratches but not much else. I went with the Garmin after this which has way more coverage of the actual ipod!,2
"I've got the package today, I was so glad it made it in time. The box was ok, intact, same as picture but inside I've found another camera with no Infrared LEDs and also with the plastic scratched. In the picture it shows the lights and it is also in product description: &#34;8-LED Infared Light For Night Vision&#34;. Rest of the specs seamed ok: 1080p, supports 32 GB card, motion activated.<br />I've tried to see how it works. Motion activaion works great. Image it is ok until it gets to a darker place, like after sunset. So no kind of night vision on what I've got.<br /><br />I'm going to return it and maybe get something else.",2
Was not specific enough in desciption so the product did not work for the I-phone that it was purchased for.,2
After I first bought this I plugged it in for the first time.  It worked well at first most likely because I was stationary. Once I started moving the radio signal would cut out pretty frequently. I do live near New York City which does make it much more difficult to find an empty station but even when there was a station with a weak signal it seemed to over power this device. The music quality wasn't bad when it worked but I personally wouldn't recommend this product.,2
change mind,2
"Cheap, but you get what you pay for. I got it as a gift for a kid, he liked it but I told him it wouldn't do much for protection if he dropped his iPod.",2
The zipper gets caught and I can see that the case will not be holding up very long.  Don't waste your time or money on this one.,2
"The vendor sent me a black case for the 2nd gen and it kind of fits my 1st gen OK. It looks pretty different from the picture though, doesn't have the wheel hole cut out, which I liked better. The armband is also a cheaper looking (and feeling) white band so kind of ugly too. Works but disappointing.",2
A  good lesson in bargain  hunting.<br />My  particular  piece  reproduces loud scratchy  noise/sound but  not  music<br />-  through  which  you  can  vaguely recognize  the recorded  material:)<br />opened  its  guts.  inside  lives  a very  lonely very  generic  15 pin IC amplifier  circuit chip  with  almost  none &#34; supporting&#34; external components! -I even  wrote  down IC  amp's &#34;name&#34;-and  surprise surprise- the  rated output  is  2x7  watts!!. not  2x40 Watts !!<br /> that's  the  first  little  marketing  lie:). No  biggie -  we  are  used  to that - just it  would  be  nicer say giving a  2x15 to  20  watt  white  lie:):) -7watts  is just  too much of no 40 watts:):) But the misleading  rated  wattage  is  not  the  culprit  of  course.<br /> I  can  only  speculate  that the IC  circuit amp  is  defective in  my  particular case..  Further  on -As  far  as  my  rudimentary  electronics  &#34;knowledge&#34; suggests - in amp  department there are almost  no  external supporting components added -  so even  if  the particular 2x7  watts IC circuit  worked  I am  not  sure could it acceptably put  out  even half of  those  7 watts. But  I  may  be  wrong so I humbly acknowledge it and hope that electronically non  challenged  people will forgive  me my  uneducated lay  man comments:):)<br />I suppose that a  good enthusiastic positive DIY approach  can bring  back  this  contraption  to  life .and  improve it.<br />Of  course in  the magical  world  of marketing for  a  couple  of necessary  components  You  will  spend  same or  more  than  the  whole this non amplifying  amplifier together - sort of :):)- If I  was  an electronics  enthusiast I'd say: &#34; well focus  on  good:) -  the  empty aluminum  box  will cost  you  almost  the  same :):)&#34; so  two stars for quite an expensive piece of a generic extruded aluminum piece!,2
I ordered this in December for a gift for grandson.  He got one from someone else so I hung on to this one for another grandsons birthday in March.  Gave it to him to day and digital display does not work.  I can't return it as it has been too long from purchase to do that.  Not a happy grandma!,2
"Did not fit kindle fire, wrong size! Don't know if wrong one was sent or if it was a wrong product description.",2
"The instructions that came with this unit are horrible. Looks like a kindergarden student wrote the instructions, also writing was very small and near impossible to understand. I gave up on the instructions and just put it in my vehicle and started playing with the buttons. I finally figured it out to some degree, it does work. Another problem is, after about a month the lens assembly would not stay positioned. I finally put a piece of electrical tape on it to keep the lens in proper position. In daylight, it works great, and has good quality video. It's totally useless after dark. If you buy one and figure out how to set it up, do NOT hit &#34;reset to factory defaults&#34; , I have no idea what language that is.",2
The instructions with  it were very vague and when connected to two different computers the computers could not recognize the MP3 player.  I cannot download anything onto it and am stuck with something I cannot use.,2
"For $50, I wasn't expecting a Bose tower, but I was expecting it to actually work.  After about six weeks, the controls on the top of the unit stopped functioning, leaving me with just the remote for eq/volume and mode, no ability pair with the Bluetooth, and an SD card reader that no longer works.  I will also agree that anything other than the default EQ setting made the sound quality pretty good (or at least what I expected from a $50 unit), but still very irritated at getting this kind of quality from a name brand.",2
I expected more. The plastic is cheap and the pieces dont fit together properly. There are gaps and the molding is uneven. The day this arrived I went out and purchased a different product. Dont waste your money.,2
"Yes this is a great FM transmitter, but I also thought it charges your phone too.  I tried it out on a drive one day, and my iphone started to loose power, so I plugged it up.  The transmitter had power, plugged in to the outlet, but no power going to the iphone.  and when I took it off the outlet, the tramitter lost power too.",2
You still need to be in a wifi area. This product is probably an awesome product. It didn't work for me. As I was reading all the reviews  none of them said the following. You still need to be in a wifi area. What I can give 5 stars to is the return process. It was fast and painless.,2
"This case is very inexpensive, so I guess I can't complain. It fits good on my ipod 4th gen touch, leaving enough room for the camera lens on the back. The only problem is it does not stay on at all. If you are holding the ipod then it's fine, but if you leave it in your pocket it will come off 90% of the time. I do not reccomend this to any one. I put the case on, put in in my pocket, case came off and the back of my ipod got scratched up pretty quick over a few days. Spend the extra money and get a better case.",2
This case worked well...for the first couple days. It's really hard to push the lock screen button and the case kept falling apart after a couple of days.,2
"Not great, but it works.  Can't beat the price.  It feels like it may fall apart at any moment.",2
It does allow it to charge the new iPhone but it will not let the buttons on the stereo/steering wheel control the radio like I had hoped.,2
"You WILL need to purchase an additional adapter for this product. It will not recharge by plugging it into your PC. Also, you have to let the battery run down completely before it will take a charge (maybe others have had different experiences). There is no instructions or user manual of any kind, so you will have to figure some things out for yourself. It seems to be sturdy enough and it does play well. However the battery charging issues may cause you to look elsewhere.",2
"While I don't see much of a difference in glare, I suppose the film does protect the screen.  That is all I can say for it as I've gone through at least 4 of these things.  My husband and I have both tried and no matter what - bubbles.  The instructions tell you that it should be fine as long as there is no dust.  Well, good luck with that.  While you might be able to push some bubbles all the way out, if there is a microscopic dust particle, you can forget it.  My advice - use a cover and forget the screen protector unless they make one that goes on better and easier.",2
This only lasted through 3 swims.  The mechanism to plug the earphone or changer into came loose in the housing which made it not waterproof and it quit working.  It was fine while it worked and I have no issues returning the item.  I will suck it up and spend the moeny for the real waterproof iPod this time.,2
"I'm not sure this is an Apple product. It Looks genuine, but it neither feels nor works the same as my original charger. I judge it as a knock off. It does not charge very well.",2
This item was purchased so that I could charge my laptop while in a vehicle.  Quickly broke (smoking) within two weeks of usage....maybe 5 charges.  Fire hazard I would say.  Not recommended,2
Took one look at it and decided to return it.  The mirror is very blue and so dark it was not allowing me to see much unless the back up camera is on.,2
Very short battery charge! Beware!,2
Charge port disconnected and is now inside of cylinder with Very light use of device.  I would not recommend this item.,2
"Inside the case only fits the GPS screen, there is not enough space for the cables or car  AC adapter",2
"Well, I have to say the design is rather pretty, and it is quality, but the reason I got this wrapped case was so my iPod was free of scratching, but all of the sides are exposed to scratches, when you close it there's no problem, but when you open it to change the song, turn the wheel, etc, etc, it falls over by the right side!!!, it doesn't fit exactly (I have an 80gb classic) so it's hard to turn the wheel, theres no protection whatsoever for the wheel, I was dissapointed, but if you have no problem with your ipod scratching and falling, this will do.",2
"Not sure if i just received a bad unit but it worked for three days then died.  I had it installed in my jacuzzi, pretty easy to install.  Returned it to Amazon and got a full refund but I had really hoped this thing would have worked out.",2
"OK, this charger works fine, but the long body of the charger almost gets in the way of my 'floor-shift'!  Look at the photos carefully and you can imagine for yourself how the body of the charger points the exiting cable towards the insides of your car.  Would I recommend it to others ~ NO, not really.  This charger is WAY too clunky.",2
"My SJ20 is about 8 y.o., but it was charging the original battery normally until I replaced the battery because it would not keep charge. After a month or so of normal work, the replacement battery never shows fully charged anymore: usually 50-70%, no matter how long I keep it plugged in. It looses charge very quickly too. Basically, the few bucks I spent on it was a waste. Now I probably have to retire my SJ20 as I don't want to chance another replacement battery.",2
"There are, admittedly, some good qualities to the Lonve. To wit:<br />* Color. Tinky-Winky purple! Need I say more?<br />* At 16 gigs, it holds a crap-ton of music. It took me more than a week to load my player with close to two-thirds of my music collection. Unlike my Coby, it did not reject my Hungarian and Turkish music, which features pesky umlauts in the titles. The Coby, perhaps being a tad culturally insensitive, prefers songs with comprehensible American titles.<br />* The metal case makes it a bit more sturdy than my Coby, which cracked after I dropped it on the pavement. On the other hand, I was sad when I dropped the Coby. I do not think I would regard a crack in the Lonve with as much regret.<br /><br />Now, the bad:<br />* There is no randomizer function, so you can't listed to a Hungarian song, then a Tuvan song and then some kirtan music without manually flipping through the files yourself. Maybe this is a good thing, as artists often intend their album to be a complete opus, meant to be listened to from beginning to end. But for those of you who prefer a bit of chaos with your musical selections, not a plus.<br />* A small percentage of the massive amount of music I transferred to the device wouldn't play and I had to run a disk cleanup on the Lonve to address this issue, and then transfer a couple of those albums back.<br />* Most importantly: the thing randomly turns off when it's unhappy (insert bad dating reference here), which is a problem if you bought it to listen to music on your runs, like I did. When you're pounding out the miles on the pavement, you don't want to fiddle with the purple box. You just want it to play.<br />* Best I can figure with the stoppage issue: The Lonve doesn't like cold, probably owing to that metal case. And frankly, it wasn't that cold out: mid-20s F, which is shorts weather in upstate New York. I stuck the unit it my disgustingly sweaty running glove for a mile and it began working again without a problem. This isnot the unit you take when you want to reenact Roald Amundsen's discovery of the South Pole. This is probably not the unit to take when you visit the freezer aisle of your local grocery. While the Coby doesn't like being left outside by itself all night in the cold (who does?), I've never had a problem using it on winter runs.<br /><br />The Lonve is a good purchase if you like to listen to a crap-ton of music in your car, slowly amble in the park to Beethoven, fiddle around with a piece of equipment so you don't have to pay attention to your relatives, or exercise in a temperature-controlled environment such as a gym, where you enjoy a periodic excuse to stop what you're doing and figure out what's wrong. It is also a good choice when you listen to a lot of music with umlauts and other diacritical marks in the title. But if you're a runner, stick with the Coby.",2
"VERY NOISY,  HARD TO HEAR",2
"The Cd Player looks cool, but unfortunately doesn't work. Now my son is upset that we have to send it back.",2
